词牌名,作者,韵律,中,平,仄,总数,分段字数
祝英台近 ,韩淲,仄平平，仄平仄，仄仄仄平仄。仄仄平平，平仄仄平仄。平平仄仄平平，平平仄仄，仄仄仄、仄平平仄。仄平仄。仄仄仄仄平平，平仄仄平仄。仄仄平平，平仄仄平仄。仄平平仄平平，平平平仄。仄仄仄、平平平仄。,0,35,42,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
祝英台近 ,张炎,仄平平，平仄仄，仄仄平平仄。仄仄平平，平仄仄平仄。仄平平仄平平，仄平平仄。平仄仄、仄平平仄。仄平仄。平平仄仄平平，平仄仄平仄。仄仄平平，平仄仄平仄。仄平仄仄平平，仄平平仄。平仄仄、仄平平仄。,0,37,40,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
祝英台近 ,刘过,仄平平，平仄仄。仄仄仄平仄。平仄平平，仄仄仄仄仄。仄平仄仄平平，平平平仄，平仄仄、仄平平仄。仄仄仄。仄仄平仄平平，平平仄平仄。平仄平平，平仄仄平仄。仄平仄仄平平，仄平平仄，仄平仄、仄平平仄。,0,35,42,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
祝英台近 ,辛弃疾,仄平平，平仄仄。平仄仄平仄。仄仄平平，仄仄仄平仄。仄平仄仄平平，平平平仄，仄平仄、平平平仄。仄平仄。仄仄平仄平平，平平仄平仄。平仄平平，仄仄仄平仄。仄平平仄平平，平平平仄。仄仄仄、仄平平仄。,0,38,39,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
祝英台近 ,岳珂,仄平平，平仄仄。仄仄平平仄。仄仄平平，平仄仄平仄。平平平仄平平，仄平平仄。仄平仄、平平平仄。仄平仄。仄仄仄仄平平，仄仄平平仄。仄仄平平，平仄仄平仄。仄平平仄平平，平平仄仄。仄仄仄、平平平仄。,0,38,39,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
祝英台近 ,陈允平,仄平平，平仄仄，平仄仄平平。平仄平平，平仄仄平平。仄平仄仄平平，平平仄仄，平平仄、平仄平平。仄平平。平仄平仄平平，仄平平仄平。平仄平平，平仄仄平平。仄平平仄平平，平平平仄，平平仄、平仄平平。,0,49,28,77,"[3, 3, 5, 4, 5, 6, 4, 3, 4, 3, 6, 5, 4, 5, 6, 4, 3, 4]"
四园竹 ,周邦彦,平平仄仄，仄仄仄平平。仄平仄仄，平仄仄平，平仄平平。平仄平，平仄仄、平平仄仄。仄平平仄平平。仄平平。平平仄仄平平，平平仄仄平平。仄仄平平仄仄，平仄平平，仄仄平平。平仄仄。仄仄仄、平平仄仄平。,0,40,37,77,"[4, 5, 4, 4, 4, 3, 3, 4, 6, 3, 6, 6, 6, 4, 4, 3, 3, 5]"
四园竹 ,杨泽民,平平仄仄，仄仄仄平平。仄平仄仄，平仄仄平，平仄平平。平仄平平仄仄，平平仄仄。仄平平仄平平。仄平平。平平仄仄平平，平平仄仄平平。仄仄平平仄仄，平仄平平，仄仄平平。平仄仄。仄仄仄、平平仄仄平。,0,40,37,77,"[4, 5, 4, 4, 4, 6, 4, 6, 3, 6, 6, 6, 4, 4, 3, 3, 5]"
四园竹 ,陈允平,平平仄仄，仄仄仄平平。仄平平仄，平仄仄平，平仄平平。仄仄平平仄仄，平平仄仄。仄平平仄平平。仄平平。平平平仄平平，平平仄仄平平。仄仄平平仄仄，平仄平平，仄仄平平平仄仄。仄仄仄、平平仄仄平。,0,41,36,77,"[4, 5, 4, 4, 4, 6, 4, 6, 3, 6, 6, 6, 4, 7, 3, 5]"
侧犯 ,周邦彦,仄平仄仄，仄平仄仄平平仄。平仄。仄仄仄平平、仄平仄。平平仄仄仄，仄仄平平仄。平仄。平仄仄，平平仄平仄。平平仄仄，仄仄平平仄。平仄仄。仄平平，平仄仄平仄。仄仄平平，仄平平仄。平仄仄仄，仄平平仄。,0,33,44,77,"[4, 7, 2, 5, 3, 5, 5, 2, 3, 5, 4, 5, 3, 3, 5, 4, 4, 4, 4]"
侧犯 ,姜夔,仄平仄仄。仄平仄仄平平仄。平仄。仄仄仄平平、仄平仄。平平仄仄仄，仄仄平平仄。平仄。仄仄仄平平、仄平仄。平平仄仄，平仄平平仄。平仄仄。仄平平，平仄仄平仄。仄仄平平，仄平平仄。仄仄平平，仄平平仄。,0,34,43,77,"[4, 7, 2, 5, 3, 5, 5, 2, 5, 3, 4, 5, 3, 3, 5, 4, 4, 4, 4]"
侧犯 ,方千里,仄平仄仄，仄平仄仄平平仄。平仄。仄仄仄平平、仄平仄。平平仄仄仄，仄仄平平仄。平仄。平仄仄，平平仄平仄。平平仄仄，仄仄平平仄。平仄仄。仄平平，平仄仄平仄。仄仄平平，仄平仄仄。平仄。仄仄仄平平仄。,0,32,45,77,"[4, 7, 2, 5, 3, 5, 5, 2, 3, 5, 4, 5, 3, 3, 5, 4, 4, 2, 6]"
侧犯 ,陈允平,仄平仄仄，仄平仄仄平平仄。平仄。仄仄仄平平、仄平仄。平平仄仄平，仄仄平平仄。平仄平仄仄，平平仄平仄。平平仄仄，仄仄平平仄。平仄仄。平平平仄仄平仄。仄仄平平，仄平平仄。平仄平平，仄平平仄。,0,36,40,76,"[4, 7, 2, 5, 3, 5, 5, 5, 5, 4, 5, 3, 7, 4, 4, 4, 4]"
离亭宴 ,张先,仄平平仄仄。平仄仄、平平仄仄。平仄平平平仄仄。仄仄仄、仄平平仄。仄仄仄平平仄，平仄仄平平仄。平仄平平仄仄。仄仄仄、平平仄仄。平仄平平平仄仄。平仄仄、平平仄仄。仄仄仄平平仄，仄仄平平平仄。,0,33,44,77,"[5, 3, 4, 7, 3, 4, 6, 6, 6, 3, 4, 7, 3, 4, 6, 6]"
离亭宴 ,张昪,仄仄平平平仄。平仄仄平平仄。仄仄仄平平仄仄，仄仄仄平平仄。仄仄仄平平，仄仄仄平平仄。平仄仄平平仄。平仄仄平平仄。平仄仄平平仄仄，仄仄平平平仄。仄仄仄平平，平仄平平平仄。,0,32,40,72,"[6, 6, 7, 6, 5, 6, 6, 6, 7, 6, 5, 6]"
阳关引 ,寇准,仄仄平平仄。仄仄平平仄。平平仄仄，平平仄，平平仄。仄平平平仄，仄仄平平仄。仄仄平、平仄仄仄仄平仄。仄仄仄平仄，平仄仄。仄平平仄，平平仄，仄平仄。仄仄平平仄，仄仄平平仄。仄仄平、平仄仄仄仄平仄。,0,32,46,78,"[5, 5, 4, 3, 3, 5, 5, 3, 7, 5, 3, 4, 3, 3, 5, 5, 3, 7]"
一丛花 ,苏轼,平平平仄仄平平。平仄仄平平。平平仄仄平平仄，仄平仄、仄仄平平。平仄仄平，平平仄仄，平仄仄平平。平平平仄仄平平。平仄仄平平。平平仄仄平平仄，仄平仄、平仄平平。平仄仄平，平平仄仄，平仄仄平平。,0,45,33,78,"[7, 5, 7, 3, 4, 4, 4, 5, 7, 5, 7, 3, 4, 4, 4, 5]"
甘州令 ,柳永,仄平平，仄仄仄，平平仄仄。平仄仄、仄平平仄。仄平平，仄平仄，仄平平仄。仄平平，仄平仄，仄仄仄、仄平平仄。仄平仄仄，仄平平仄。仄平仄、仄平平仄。仄平平，仄仄仄，仄平平仄。仄平平，仄平仄，仄平仄、仄平平仄。,0,33,45,78,"[3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4]"
山亭柳 ,晏殊,平仄平平。仄仄仄平平。平仄仄，仄平平。仄仄仄平平仄，仄平平仄平平。仄仄平平平仄，仄仄平平。仄平平仄平平仄，平平仄仄仄平平。平平仄，仄平平。仄仄平平仄仄，仄平仄仄平平。仄仄平平仄仄，平仄平平。,0,41,38,79,"[4, 5, 3, 3, 6, 6, 6, 4, 7, 7, 3, 3, 6, 6, 6, 4]"
山亭柳 ,杜安世,仄平平仄，仄平平仄。仄平平、平仄仄。平仄平平，仄平平、仄平仄仄。平平仄平仄仄，仄仄平平仄。仄平仄平平仄仄。平平平仄仄平仄。仄平平，仄仄仄。仄仄平平，仄平平、仄平平仄。平平仄仄仄仄，仄仄仄、平平仄。,0,37,42,79,"[4, 4, 3, 3, 4, 3, 4, 6, 5, 7, 7, 3, 3, 4, 3, 4, 6, 3, 3]"
梦还京 ,柳永,仄平平平仄仄，平仄仄平仄。仄仄平平，仄平仄仄，平仄平平，仄仄平平平仄。仄平仄。平仄平平，仄仄仄仄仄平仄。仄仄平、平仄平仄。仄仄仄。仄仄平仄平仄。仄平仄。仄仄仄仄平平仄，仄仄平平，仄平仄平仄仄。,0,31,48,79,"[6, 5, 4, 4, 4, 6, 3, 4, 7, 3, 4, 3, 6, 3, 7, 4, 6]"
忆黄梅 ,王观,平仄仄平仄仄。仄仄仄平平仄。平仄仄平平，仄仄仄。仄仄平平、仄平平仄仄，平平仄。平仄平平仄仄。仄平仄。仄平平，平仄仄。仄平仄仄平平仄。仄平仄仄。仄平仄、平仄平平，仄平平平仄。平仄仄、平仄平平仄仄。,0,35,44,79,"[6, 6, 5, 3, 4, 5, 3, 6, 3, 3, 3, 7, 4, 3, 4, 5, 3, 6]"
红林檎近 ,周邦彦,平仄平平仄，仄平平仄平。仄仄仄平仄，仄平仄平平。仄平平平仄仄，仄仄仄仄平平。仄仄仄仄平平。平仄仄平平。仄仄平仄仄，平仄仄平平。平平仄仄，平平平仄平平。仄平平平仄，平平仄仄，仄平仄仄平仄平。,0,39,40,79,"[5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 4, 6, 5, 4, 7]"
快活年近拍 ,万俟咏,平平仄仄平，仄仄平平仄。平平仄仄仄，仄平仄仄仄。仄仄平平，仄平仄仄，平仄平平，仄仄仄平平仄。仄平仄。平仄仄仄平，仄仄平平仄。平平仄仄仄，平平平仄仄。平仄平平，仄平平仄，平仄平平，平仄仄平平仄。,0,37,42,79,"[5, 5, 5, 5, 4, 4, 4, 6, 3, 5, 5, 5, 5, 4, 4, 4, 6]"
金人捧露盘 ,高观国,仄平平。平平仄，仄平平。仄平仄、平仄平平。平平仄仄，仄平平仄仄平平。平平仄仄，仄平仄、仄仄平平。平平仄，仄平仄，仄平仄，仄平平。平平仄、仄仄平平。平平仄仄，仄平平仄仄平平。平平仄仄，仄平仄、仄仄平平。,0,42,37,79,"[3, 3, 3, 3, 4, 4, 7, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 7, 4, 3, 4]"
金人捧露盘 ,程垓,仄平平，平平仄，仄平平。仄仄仄、仄仄平平。平平仄仄，仄平平仄仄平平。仄平平仄仄平平，仄仄平平。仄平平，平仄仄，平仄仄，仄平平。仄平仄、仄仄平平。仄平仄仄，仄平平仄仄平平。仄平平仄仄平平，仄仄平平。,0,40,39,79,"[3, 3, 3, 3, 4, 4, 7, 7, 4, 3, 3, 3, 3, 3, 4, 4, 7, 7, 4]"
金人捧露盘 ,辛弃疾,仄平平，平仄仄，仄平平。仄平仄、仄仄平平。平平仄仄，仄平仄仄仄平平。仄平仄，仄平平、仄仄平平。平平仄，平平仄，平仄仄，仄平平。仄平仄、平仄平平。仄平平仄，平平平仄仄平平。仄平仄仄，仄平平、仄仄平平。,0,41,37,78,"[3, 3, 3, 3, 4, 4, 7, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 7, 4, 3, 4]"
金人捧露盘 ,辛弃疾,仄平平。平仄仄，仄平平。仄平仄、平仄平平。平平仄仄，仄平平仄仄平平。仄平平仄，平平仄仄平平。平平仄，平平仄，平平仄，仄平平。仄平仄仄仄平平。平平仄仄，平平平仄仄平平。仄平平仄，仄平平、平仄平平。,0,46,32,78,"[3, 3, 3, 3, 4, 4, 7, 4, 6, 3, 3, 3, 3, 7, 4, 7, 4, 3, 4]"
金人捧露盘 ,贺铸,仄平平。平平仄，仄平平。仄仄仄、仄仄平平。平平仄仄，仄平平、平仄仄平平。仄平平仄，仄平平、仄仄平平。平平仄，平平仄，平仄仄，仄平平。仄仄仄、平仄平平。平平仄仄，仄仄平、平仄仄平平。仄平平仄，仄仄平、平仄平平。,0,43,38,81,"[3, 3, 3, 3, 4, 4, 3, 5, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 5, 4, 3, 4]"
过涧歇 ,柳永,平仄。仄仄仄、平仄仄平平平，仄仄平平平仄。仄平仄。仄仄平平仄仄，仄仄平平仄。仄仄仄，仄仄平平仄平仄。仄仄平仄，仄仄平平仄仄仄。仄平平仄，平平仄平仄。平仄平平，仄仄平平，仄平仄仄，仄仄仄仄平平仄。,0,32,48,80,"[2, 3, 6, 6, 3, 6, 5, 3, 7, 4, 7, 4, 5, 4, 4, 4, 7]"
过涧歇 ,晁补之,平仄。仄仄平、仄仄平仄平平，仄仄平平平仄。仄平仄。仄仄平平仄仄，仄仄平平仄。仄仄仄、仄仄平平仄平仄。平仄平平仄仄，平平仄平仄。仄平平仄，平平仄平仄。平仄平平，仄仄平平，仄仄平仄，仄仄平仄平平仄。,0,36,44,80,"[2, 3, 6, 6, 3, 6, 5, 3, 7, 6, 5, 4, 5, 4, 4, 4, 7]"
过涧歇 ,柳永,仄仄。仄平仄、仄仄平仄平仄。仄仄平平平仄。平仄仄。仄仄平平，仄仄平平，平平平仄，仄平仄仄。平平仄平仄。仄仄平仄，仄仄平平平仄仄。仄平仄仄，平平仄平仄。仄仄平平，仄仄平仄。平平平仄，仄平仄仄平平仄。,0,35,45,80,"[2, 3, 6, 6, 3, 4, 4, 4, 4, 5, 4, 7, 4, 5, 4, 4, 4, 7]"
瑶阶草 ,程垓,平平仄平仄，仄仄平平仄。平仄平平，仄仄平仄仄。仄平仄仄，仄平平仄，仄平平仄。仄平仄平仄仄。仄平仄。仄平平仄，仄平仄仄平平仄。仄仄平平，仄平仄仄平仄仄。仄平仄仄，仄平仄仄。仄平仄仄。平平仄仄平仄。,0,32,48,80,"[5, 5, 4, 5, 4, 4, 4, 6, 3, 4, 7, 4, 7, 4, 4, 4, 6]"
安公子 ,柳永,平平平仄仄。仄平平仄平仄，仄仄平平仄仄，平仄平平仄。平平平平仄。平仄仄平仄仄，仄仄平平平仄，平仄平平仄。仄仄仄仄平平，仄平仄仄。平平仄仄，仄仄仄仄平平仄。仄仄平平仄，平仄平平，平仄平平仄仄。,0,38,42,80,"[5, 6, 6, 5, 5, 6, 6, 5, 6, 4, 4, 7, 5, 4, 6]"
安公子 ,柳永,仄仄平平仄。仄平仄仄平平仄。仄仄平平平仄仄，仄平平平仄。平仄仄、平平仄仄平平仄。平仄平、仄仄平平仄。仄仄平平仄，平仄平平平仄。平仄平平仄。仄平平仄平平仄。仄仄平平平仄仄，仄平平平仄。仄仄仄、平平仄仄平平仄。平仄平、仄仄平平仄。仄仄仄平平，仄平仄平平仄。,0,52,54,106,"[5, 7, 7, 5, 3, 7, 3, 5, 5, 6, 5, 7, 7, 5, 3, 7, 3, 5, 5, 6]"
安公子 ,袁去华,仄仄平平仄。仄平平仄平平仄。平仄平平平仄仄，仄仄平平仄。仄仄仄平平，仄仄平平仄。平仄平、仄仄平平仄。仄仄仄平平，平仄平平平仄。仄仄平平仄。仄平平仄平平仄。仄仄平平平仄仄，仄平平平仄。仄仄仄平平，平仄平平仄。平仄仄、仄仄平平仄。仄仄平平平，平仄平平平仄。,0,53,53,106,"[5, 7, 7, 5, 5, 5, 3, 5, 5, 6, 5, 7, 7, 5, 5, 5, 3, 5, 5, 6]"
安公子 ,晁补之,仄仄平平仄。仄平平仄平平仄。平仄平平平仄仄，平平平仄。仄平仄、平平仄仄平平仄。平仄平、平仄平平仄。仄仄平仄仄，仄仄平平平仄。仄平平平仄。仄平平仄平平仄。仄仄平平平仄仄，仄平平仄。仄平仄、平平平仄平平仄。仄平仄、平仄平平仄。仄平平平仄，仄仄平平平仄。,0,55,49,104,"[5, 7, 7, 4, 3, 7, 3, 5, 5, 6, 5, 7, 7, 4, 3, 7, 3, 5, 5, 6]"
安公子 ,杜安世,仄仄平平仄。仄平平仄平平仄。平仄仄平平仄仄，仄平平仄。平仄仄、仄平仄仄。平平仄。平仄仄、仄仄平平仄。仄平平仄，仄仄平平，平平平仄。仄仄平平仄。仄平平仄平平仄。平仄仄平平仄仄，仄平平仄。平仄仄、仄平仄仄。平平仄。平仄仄、平仄平平仄。仄平平仄，仄仄平平，仄平平仄。,0,50,56,106,"[5, 7, 7, 4, 3, 4, 3, 3, 5, 4, 4, 4, 5, 7, 7, 4, 3, 4, 3, 3, 5, 4, 4, 4]"
安公子 ,陆游,平仄平平仄。仄平平仄平平仄。仄仄平平，平仄仄、平平仄仄。仄仄平平，平仄平平仄。平仄仄、平仄平平仄。仄仄平平仄，平仄平平仄仄。仄仄平平仄。仄平平仄平平仄。仄仄平平，平仄仄、平平平仄。平仄平平，仄仄平平仄。平仄平、仄仄平平仄。仄仄平平仄，仄仄平平仄仄。,0,51,51,102,"[5, 7, 4, 3, 4, 4, 5, 3, 5, 5, 6, 5, 7, 4, 3, 4, 4, 5, 3, 5, 5, 6]"
应景乐 ,萧回,平平仄仄。仄仄平平、仄仄平仄仄。平平仄，平平仄平仄。仄平平仄仄。平仄仄仄，仄仄平平平仄，平平仄平仄。平仄仄平仄。仄仄仄、仄仄平平，仄仄仄仄仄，平仄平仄。平仄平平，平仄平仄。平仄仄平平，平仄仄平仄。,0,35,45,80,"[4, 4, 5, 3, 5, 5, 4, 6, 5, 5, 3, 4, 5, 4, 4, 4, 5, 5]"
柳初新 ,柳永,平平仄仄平平仄。仄仄仄、平平仄。仄平平仄，平平仄仄，仄仄仄平平仄。平仄平平平仄。仄平平、平平平仄。仄仄平平仄仄。平平平、平平平仄。仄平平仄，平平仄仄，仄仄仄平平仄。仄仄仄、平平平仄。仄平平、仄平平仄。,0,42,39,81,"[7, 3, 3, 4, 4, 6, 6, 3, 4, 6, 3, 4, 4, 4, 6, 3, 4, 3, 4]"
柳初新 ,无名氏,平平平仄平平仄。平仄仄、平平仄。平平平仄，平平仄仄，仄仄仄平平仄。平仄仄、平平仄仄。仄平平、平平平仄。仄仄平平仄仄。仄平平、仄平平仄。仄平平仄，平平仄仄，仄仄仄平平仄。仄仄平、平平仄仄。仄平平、仄平平仄。,0,42,40,82,"[7, 3, 3, 4, 4, 6, 3, 4, 3, 4, 6, 3, 4, 4, 4, 6, 3, 4, 3, 4]"
鬭百花 ,柳永,仄仄平平平仄。平仄平平平仄。平平仄仄平平，平仄平平平仄。平仄平平，平仄仄仄平平，仄仄仄平平仄。平仄平平仄。仄仄平平，仄仄平平平仄。平仄仄仄，平平仄平平仄。平仄平平，平平仄仄平平，平仄仄平平仄。,0,46,35,81,"[6, 6, 6, 6, 4, 6, 6, 5, 4, 6, 4, 6, 4, 6, 6]"
鬭百花 ,柳永,仄仄平平平仄，仄仄平平平仄，平平平仄仄仄，仄平平仄平仄。仄平仄仄，平平仄仄平平，平仄平平仄仄。平仄平平仄。平仄平仄，仄平平仄平仄。平仄仄平，平平仄仄平仄。仄仄平平，平平仄仄平平，仄仄平平平仄。,0,42,39,81,"[6, 6, 6, 6, 4, 6, 6, 5, 4, 6, 4, 6, 4, 6, 6]"
鬭百花 ,晁补之,平仄平平平仄。仄仄平平平仄。平仄仄平平仄。仄仄平平平仄。仄仄平平，平平仄仄平平，仄仄仄平平仄。平仄平平仄。平仄平平，仄仄平平仄仄。平仄仄平，平平仄仄平仄。仄仄平平，平平仄仄平平，平仄仄平平仄。,0,43,38,81,"[6, 6, 6, 6, 4, 6, 6, 5, 4, 6, 4, 6, 4, 6, 6]"
皂罗特髻 ,苏轼,仄平仄仄，仄仄仄平平，仄平平仄。仄平仄仄，仄仄平平仄。平平仄、仄平仄仄，仄平平、仄仄平平仄。仄平仄仄，仄仄平平仄。平仄仄平仄仄，仄平平平仄。仄平仄、仄平仄仄，仄平仄、仄仄平平仄。仄平仄仄，仄仄平平仄。,0,31,50,81,"[4, 5, 4, 4, 5, 3, 4, 3, 5, 4, 5, 6, 5, 3, 4, 3, 5, 4, 5]"
最高楼 ,辛弃疾,平平仄，平仄仄平平。仄仄仄平平。仄平平仄平平仄，仄平平仄仄平平。仄平平，平仄仄，仄平平。仄仄仄、仄平平仄仄。仄仄仄、仄平平仄仄。平仄仄、仄平平。平平仄仄平平仄，仄平仄仄仄平平。仄平平，平仄仄，仄平平。,0,39,42,81,"[3, 5, 5, 7, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,方岳,平平仄，平仄仄平平。平仄仄平平。仄仄平仄仄平平仄，仄平平仄仄仄平平。仄平平，平仄仄，仄平平。平仄仄、平平平仄仄。仄仄仄、平平平仄仄。平仄仄、仄平平。仄仄平仄仄平平仄，仄平平仄仄仄平平。仄平平，平仄仄，仄平平。,0,42,43,85,"[3, 5, 5, 8, 8, 3, 3, 3, 3, 5, 3, 5, 3, 3, 8, 8, 3, 3, 3]"
最高楼 ,元好问,平平仄，平仄仄平平。平仄仄平平。平平平仄平平仄，平平平仄仄平平。仄平平，平仄仄，仄平平。仄平仄平平、平仄仄。仄仄仄平、平仄仄。平仄仄、仄平平。平平仄仄平平仄，平平仄仄仄平平。仄平平，平仄仄，仄平平。,0,45,35,80,"[3, 5, 5, 7, 7, 3, 3, 3, 5, 3, 4, 3, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,司马昂父,平平仄，仄平仄仄平平。平仄仄平平。仄平平平仄仄平仄，平平平仄仄平平。仄平平，平仄平，仄平平。仄平仄、仄平平仄仄。仄平仄、仄平平仄仄。平仄仄、仄平平。平平仄仄平平仄，平平平仄仄平平。仄仄平，平仄仄，仄平平。,0,45,38,83,"[3, 6, 5, 8, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,毛滂,平仄仄，平仄仄平平。平仄仄，仄平平。仄平仄仄平平仄，仄平平仄仄平平。仄平平，平仄仄，仄平平。平仄仄、平平平仄仄。仄仄仄、仄平平仄仄。平仄仄，仄平平。平平仄仄平平仄，仄平平仄仄平平。仄平平，平仄仄，仄平平。,0,41,41,82,"[3, 5, 3, 3, 7, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,陈亮,平仄仄，平仄仄平平。平仄仄、仄平平。仄平平仄平平仄，平平平仄仄平平。仄平平，平仄仄，仄平平。平仄仄、平平平仄仄。仄仄仄、平平平仄仄。平仄仄、仄平平。平平仄仄平平仄，平平仄仄仄平平。仄平平，平仄仄，仄平平。,0,44,38,82,"[3, 5, 3, 3, 7, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,毛滂,平仄仄，平仄仄平平。平仄仄，仄平平。平平仄仄平平仄，仄平平仄仄平平。仄平平，平仄仄，仄平平。仄平仄仄平、平仄仄，仄仄平平仄、平仄仄，平平仄仄平平。仄平平仄平平仄，平平平仄仄平平。仄平平，平仄仄，仄平平。,0,44,38,82,"[3, 5, 3, 3, 7, 7, 3, 3, 3, 5, 3, 5, 3, 6, 7, 7, 3, 3, 3]"
最高楼 ,程垓,仄平平仄，仄仄仄平平。平仄仄、仄平平。平平平仄平平仄，仄平平仄仄平平。仄平平，仄平仄，仄平平。仄平仄、平平平仄仄。仄平仄、平平平仄仄。平仄仄、仄平平。平平仄仄平平仄，仄平仄仄仄平平。仄平平，平仄仄，仄平平。,0,44,39,83,"[4, 5, 3, 3, 7, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,无名氏,平平仄仄，平仄仄平平。平仄仄、仄平平。仄平平仄平平仄，平平仄仄仄平平。仄平平，平仄仄，仄平平。平仄仄、平平平仄仄，仄平仄、平平仄仄平。平仄仄、仄平平。仄平仄仄平平仄，仄平仄仄仄平平。仄平平，平仄仄，仄平平。,0,43,40,83,"[4, 5, 3, 3, 7, 7, 3, 3, 3, 3, 5, 3, 5, 3, 3, 7, 7, 3, 3, 3]"
最高楼 ,柳富,平平仄仄，仄仄仄平平。平仄仄、仄平平。平仄仄平平仄仄，仄平平仄仄平平。仄平平，平仄仄，仄平平。仄仄仄平平。仄平平仄平平仄，平仄仄、仄平平。仄平平仄平平仄，平仄仄、仄平平。仄平平，平平仄，仄平平。,0,41,37,78,"[4, 5, 3, 3, 7, 7, 3, 3, 3, 5, 7, 3, 3, 7, 3, 3, 3, 3, 3]"
最高楼 ,无名氏,平平仄，平仄平平仄。仄仄平平平仄仄。平平仄仄平平仄，仄平平仄平平仄。平平仄，平平仄，平平仄。仄仄仄平平仄仄。仄仄仄平平仄仄。仄平平仄平平仄。平平仄仄平平仄，仄平平仄平平仄。仄平平，平平仄，平平仄。,0,44,38,82,"[3, 5, 7, 7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 3, 3, 3]"
倒垂柳 ,杨无咎,仄平平仄仄，仄平平、平仄仄。仄仄平仄仄，平仄仄平仄。平平仄平仄，平仄平平仄。平平平仄仄，平平平仄仄仄。平平平仄。仄仄平平平仄仄。仄仄仄平平，仄仄仄平仄。平仄仄平，平仄平仄仄。平平平仄，仄仄平平仄。,0,38,43,81,"[5, 3, 3, 5, 5, 5, 5, 5, 6, 4, 7, 5, 5, 4, 5, 4, 5]"
倒垂柳 ,杨无咎,平平平仄仄。仄平平、仄仄仄。平平平平仄，平仄仄平仄。仄平平仄仄，仄仄平平仄。平平平仄仄，平平平仄平仄。平平仄仄。仄仄平平平仄仄。仄仄仄平平，仄仄仄平仄。平平仄仄，平仄平平仄。平平平仄，仄仄平平仄。,0,40,41,81,"[5, 3, 3, 5, 5, 5, 5, 5, 6, 4, 7, 5, 5, 4, 5, 4, 5]"
彩凤飞 ,陈亮,平仄仄，平平仄，仄仄平平仄。仄平平、平仄仄平平仄。仄平平，仄平仄、仄仄平平，平平仄、仄仄仄平平仄。仄平仄。仄仄平平平仄，平平平平仄。仄仄平、平仄平平仄仄。仄平平、仄仄仄，平仄平仄。平平仄仄仄、仄仄仄仄。,0,37,44,81,"[3, 3, 5, 3, 6, 3, 3, 4, 3, 6, 3, 6, 5, 3, 6, 3, 3, 4, 5, 4]"
有有令 ,赵长卿,平平仄仄。平仄仄平平，仄平平仄仄。平仄平平仄，平平仄、平平仄。仄仄平、仄仄平平，仄平仄仄，平平平仄。仄仄。平平仄仄。平仄仄、仄平平仄。仄仄平平仄仄，仄仄平平仄。仄平仄仄平仄。仄平仄仄。平仄仄、仄平仄仄。,0,35,46,81,"[4, 5, 5, 5, 3, 3, 3, 4, 4, 4, 2, 4, 3, 4, 6, 5, 6, 4, 3, 4]"
拂霓裳 ,晏殊,仄平平。仄平平仄仄平平。平仄仄，仄平平仄仄平平。平平平仄仄，平仄仄平平。仄平平。仄平平、平仄仄平平。平平仄仄，平仄仄、仄平平。平仄仄，仄平平仄仄平平。平平平仄仄，平仄仄平平。仄平平。仄平平、平仄仄平平。,0,47,35,82,"[3, 7, 3, 7, 5, 5, 3, 3, 5, 4, 3, 3, 3, 7, 5, 5, 3, 3, 5]"
拂霓裳 ,晏殊,仄平平。仄平平仄仄仄平平。平平仄，仄平平仄仄平平。仄仄平平仄，平平仄仄平。平仄仄，仄平平仄仄、仄平平。平平仄仄，仄仄仄、仄平平。仄平平。仄平平仄仄平平。平平平仄仄，平仄仄平平。仄平平。仄仄平仄仄、仄平平。,0,43,40,83,"[3, 8, 3, 7, 5, 5, 3, 5, 3, 4, 3, 3, 3, 7, 5, 5, 3, 5, 3]"
