词牌名,作者,韵律,中,平,仄,总数,分段字数
惜分飞 ,无名氏,仄仄平平平仄仄。仄仄仄、仄平平仄。仄仄平平仄。平仄平平、平仄平平仄。仄仄平平平仄仄。仄仄仄、平平仄仄。仄仄平平仄。平仄平平、仄仄平平仄。,0,25,31,56,"[7, 3, 4, 5, 4, 5, 7, 3, 4, 5, 4, 5]"
惜分飞 ,无名氏,仄仄平平平仄仄。仄平仄、平平仄仄。仄仄平平仄。仄仄平仄平平、平平仄。仄仄平平平仄仄。仄仄仄、平平仄仄。仄仄仄平仄。仄平仄仄平平、平平仄。,0,24,32,56,"[7, 3, 4, 5, 6, 3, 7, 3, 4, 5, 6, 3]"
孤馆深沉 ,权无染,平平仄仄仄平平。平仄仄平平。仄仄仄平平，仄仄仄平，平仄平平。仄仄仄、仄平平仄，仄仄仄平平。仄平仄，仄平平仄，仄平平仄平平。,0,24,26,50,"[7, 5, 5, 4, 4, 3, 4, 5, 3, 4, 6]"
促拍采桑子 ,朱敦儒,平仄仄平平。仄平平、平仄平平。平平仄仄，平平仄仄，平仄平平。仄仄平平平仄仄，仄平平、平仄平平。平平仄仄，平平仄仄，仄仄平平。,0,29,21,50,"[5, 3, 4, 4, 4, 4, 7, 3, 4, 4, 4, 4]"
怨三三 ,李之仪,平平仄仄仄平平。仄仄平平。仄仄平平仄仄平。仄平仄、仄平平。平平仄仄平平。仄平仄、平平仄平。仄仄仄平平。平平平仄，仄仄平平。,0,27,23,50,"[7, 4, 7, 3, 3, 6, 3, 4, 5, 4, 4]"
使牛子 ,曹冠,仄平仄仄平平仄。平仄仄平仄仄。平仄仄平平，平仄平平仄平仄。仄平仄仄平平仄。平仄平平仄仄。仄仄仄平平，仄仄平平平仄仄。,0,23,27,50,"[7, 6, 5, 7, 7, 6, 5, 7]"
折丹桂 ,王之道,平平仄仄平平仄。仄仄平平仄。仄平平仄仄平平，仄仄仄、平平仄。平平仄仄平平仄。平仄平平仄。仄平平仄仄平平，仄仄仄、平平仄。,0,25,25,50,"[7, 5, 7, 3, 3, 7, 5, 7, 3, 3]"
竹香子 ,刘过,仄仄平平平仄。仄仄仄平仄仄。平平仄仄仄平平，仄仄平平仄。平平仄仄仄仄。仄仄平、仄仄平仄。平平仄仄仄平平，仄仄平平仄仄。,0,20,30,50,"[6, 6, 7, 5, 6, 3, 4, 7, 6]"
城头月 ,马天骥,平平仄仄平平仄。仄仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。仄平平仄平平仄。仄仄平平仄。仄仄平平，平平仄仄，平仄平平仄。,0,25,25,50,"[7, 5, 4, 4, 5, 7, 5, 4, 4, 5]"
四犯令 ,侯寘,仄仄平平平仄仄。仄仄平平仄。仄仄平平平平仄。平仄仄、平平仄。平仄平平平仄仄。平仄平平仄。仄仄平平平仄仄。平仄仄、平平仄。,0,25,25,50,"[7, 5, 7, 3, 3, 7, 5, 7, 3, 3]"
醉高歌 ,姚燧,仄平平仄平平。仄仄平平仄仄。平平平仄平平仄。仄仄平平仄仄。平平仄仄平平。仄仄平平仄仄。平平仄仄平仄仄。仄仄平平仄仄。,0,24,26,50,"[6, 6, 7, 6, 6, 6, 7, 6]"
黄鹤洞仙 ,马钰,平仄仄平平，平仄平平仄。仄仄平平仄仄平，平仄仄。仄仄平平仄。仄仄仄平平，仄仄平平仄。仄仄平平仄仄平，仄仄仄。平仄平平仄。,0,22,28,50,"[5, 5, 7, 3, 5, 5, 5, 7, 3, 5]"
破字令 ,无名氏,仄仄平平仄。仄仄仄、平平平仄。平平平仄仄平平，仄平平仄仄。平平仄仄平平仄。仄平平、仄平平仄。仄平仄仄，平平仄仄，仄平平仄。,0,25,25,50,"[5, 3, 4, 7, 5, 7, 3, 4, 4, 4, 4]"
花前饮 ,无名氏,仄平平仄仄平仄。仄平仄、平平平仄。仄仄平仄平，仄仄仄、平平仄。仄仄平平仄平仄。仄平仄、平平平仄。仄仄平仄平，仄仄仄、仄仄仄。,0,20,30,50,"[7, 3, 4, 5, 3, 3, 7, 3, 4, 5, 3, 3]"
导引 ,无名氏,平平仄仄，平仄仄平平。仄仄仄平平。平平仄仄平平仄，平仄仄平平。平平仄仄仄平平。仄仄仄平平。平平平仄平平仄，平仄仄平平。,0,28,22,50,"[4, 5, 5, 7, 5, 7, 5, 7, 5]"
导引 ,无名氏,仄平仄仄，平仄仄平平。仄仄仄平平。平平仄仄平平仄，平仄仄平平。平平仄仄平平仄，平仄仄平平。平平仄仄平平仄，平仄仄平平。,0,27,23,50,"[4, 5, 5, 7, 5, 7, 5, 7, 5]"
导引 ,无名氏,平平仄仄，仄仄仄平平。仄仄仄平平。平平平仄平平仄，仄仄仄平平。仄平仄仄平平仄，平仄仄平平。平平仄仄平平仄，平仄仄平平。仄平平仄，仄仄仄平平。仄仄仄平平。平平仄仄平平仄，平仄仄平平。平平仄仄仄平平。平仄仄平平。平平仄仄平平仄，平仄仄平平。,0,53,47,100,"[4, 5, 5, 7, 5, 7, 5, 7, 5, 4, 5, 5, 7, 5, 7, 5, 7, 5]"
导引 ,无名氏,平平仄仄，仄仄仄平平。仄仄仄平平。仄平仄仄平平仄，仄仄仄平平。平平仄仄平平仄，仄仄仄平平。平平仄仄平平仄，平仄仄平平。仄平平仄，仄仄仄平平。仄仄仄平平。仄平仄仄平平仄，平仄仄平平。平平仄仄平平仄，仄仄仄平平。平平平仄平平仄，仄仄仄平平。,0,49,51,100,"[4, 5, 5, 7, 5, 7, 5, 7, 5, 4, 5, 5, 7, 5, 7, 5, 7, 5]"
导引 ,无名氏,仄平仄仄，仄仄仄平平。仄仄仄平平。平平仄仄平平仄，仄仄仄平平。仄平仄仄仄平平。仄仄仄平平。平平仄仄平平仄，仄仄仄平平。平平仄仄，平仄仄平平。仄仄仄平平。平平仄仄平平仄，平仄仄平平。平平仄仄仄平平。平仄仄平平。平平仄仄平平仄，仄仄仄平平。,0,49,51,100,"[4, 5, 5, 7, 5, 7, 5, 7, 5, 4, 5, 5, 7, 5, 7, 5, 7, 5]"
思越人 ,孙光宪,仄平平，平仄仄，仄平平仄平平。仄仄平平平仄仄，平平平仄平平。仄平平仄平平仄。仄平仄仄平仄。平仄平平平仄仄。平平仄仄平仄。,0,28,23,51,"[3, 3, 6, 7, 6, 7, 6, 7, 6]"
探春令 ,宋徽宗,平平平仄，仄平平仄，平平平仄。仄平仄仄平平仄。仄平仄、平平仄。平平仄仄平平仄。仄平平平仄。仄仄平、仄仄平平，平仄仄仄平平仄。,0,27,24,51,"[4, 4, 4, 7, 3, 3, 7, 5, 3, 4, 7]"
探春令 ,杨无咎,仄平平仄，仄平平仄，仄平平仄。仄平仄、平仄平平仄。仄仄仄、平平仄。平平平仄平平仄。仄平平平仄。仄仄平、平仄平平平仄。仄仄平平仄。,0,27,25,52,"[4, 4, 4, 3, 5, 3, 3, 7, 5, 3, 6, 5]"
探春令 ,赵长卿,仄平平仄，仄平平仄，平平平仄。仄平平、仄仄平平仄。仄平仄、平平仄。仄平平仄平平仄。仄平平平仄。仄仄平仄仄，平平仄仄，仄仄平平仄。,0,26,26,52,"[4, 4, 4, 3, 5, 3, 3, 7, 5, 5, 4, 5]"
探春令 ,赵长卿,平平平仄，仄平平仄，平平平仄。仄平平仄仄，平平平仄，平仄平平仄。平平仄仄平仄仄。仄平平平仄。仄仄平仄仄，平平仄仄，仄仄平平仄。,0,27,25,52,"[4, 4, 4, 5, 4, 5, 7, 5, 5, 4, 5]"
探春令 ,赵长卿,平平平仄，仄平平仄，仄平平仄。仄平平、平仄平平仄仄，仄仄平平仄。平平仄仄平平仄。仄平平平仄。仄平平、仄仄仄平仄仄，仄仄平平仄。,0,26,26,52,"[4, 4, 4, 3, 6, 5, 7, 5, 3, 6, 5]"
探春令 ,赵长卿,平平平仄，仄平平仄，仄平平仄。仄平仄、仄仄平平平仄。平仄平平仄。平平仄仄平平仄。仄平平仄仄。仄平平、仄仄平平平仄，仄仄平平仄。,0,27,25,52,"[4, 4, 4, 3, 6, 5, 7, 5, 3, 6, 5]"
探春令 ,赵长卿,平平平仄。仄平平仄。平平平仄。仄平平仄仄、平平平仄，仄仄平平仄。仄平平仄平平仄。仄平平仄仄。仄仄平仄仄，平平平仄，仄仄平平仄。,0,27,25,52,"[4, 4, 4, 5, 4, 5, 7, 5, 5, 4, 5]"
探春令 ,赵长卿,平平平仄，仄平平仄，平平平仄。仄平平平仄，平平仄仄，仄平仄、平平仄。平平平仄平平仄。仄平平平仄。仄仄平平仄，平平平仄，仄仄平平仄。,0,31,22,53,"[4, 4, 4, 5, 4, 3, 3, 7, 5, 5, 4, 5]"
探春令 ,杨无咎,平平仄仄，仄平平仄，平平平仄。仄仄平、平仄平平仄。仄平仄、平平仄。平平仄仄平平仄。仄平平平仄。仄仄平、仄仄平平仄。仄平仄、平平仄。,0,27,25,52,"[4, 4, 4, 3, 5, 3, 3, 7, 5, 3, 5, 3, 3]"
探春令 ,晏几道,仄平平仄仄平平，仄平平平仄。仄仄平、平仄平平仄。仄平仄、平平仄。仄平平仄平平仄。仄平平平仄。仄仄平、仄仄平平仄，仄平仄、平平仄。,0,27,25,52,"[7, 5, 3, 5, 3, 3, 7, 5, 3, 5, 3, 3]"
探春令 ,无名氏,仄平平仄仄平平，仄平平仄仄。仄仄平、仄仄平平仄，仄平仄、平平仄。平平平仄平平仄。仄平平平仄。仄仄平、仄仄平平仄，仄平仄、平平仄。,0,26,26,52,"[7, 5, 3, 5, 3, 3, 7, 5, 3, 5, 3, 3]"
探春令 ,赵长卿,仄平平仄仄平平，仄平平平仄。仄平平仄仄，平平仄仄，仄仄平平仄。平平仄仄平平仄。仄平平平仄。仄平平仄仄，平平仄仄，仄仄平平仄。,0,26,26,52,"[7, 5, 5, 4, 5, 7, 5, 5, 4, 5]"
探春令 ,赵长卿,平平仄仄平平仄。仄平平平仄。仄平平仄，平平平仄。平仄仄、平平仄。平平仄平平平仄。仄仄仄仄仄。仄平平仄仄，仄仄仄仄。仄仄平平仄。,0,24,28,52,"[7, 5, 4, 4, 3, 3, 7, 5, 5, 4, 5]"
越江吟 ,苏易简,平平平仄平平仄。仄仄。仄平仄仄平仄。平平仄。平平仄仄。平平仄。平平平、平仄平仄。仄平仄。平平仄仄仄仄。平平仄。平平仄仄。平平仄。,0,27,24,51,"[7, 2, 6, 3, 4, 3, 3, 4, 3, 6, 3, 4, 3]"
越江吟 ,苏轼,平平平仄。平平仄。仄仄。仄平平仄平仄。平平仄。平平仄仄。平平仄。仄平平、平仄平仄。仄平仄。平平仄仄平仄。平平仄。平平仄仄。平平仄。,0,28,23,51,"[4, 3, 2, 6, 3, 4, 3, 3, 4, 3, 6, 3, 4, 3]"
燕归梁 ,晏殊,平仄平平仄仄平。仄平仄平平。平平平仄仄平平。仄平仄、仄平平。平平仄仄，平平仄仄，平仄仄平平。平平平仄仄平平。平平仄、仄平平。,0,31,20,51,"[7, 5, 7, 3, 3, 4, 4, 5, 7, 3, 3]"
燕归梁 ,史达祖,仄仄平平仄仄平。仄仄仄平平。仄平仄仄仄平平。仄仄仄、仄平平。平平平仄平平仄，仄平仄、仄平平。平平仄仄仄平平。仄仄仄、仄平平。,0,24,27,51,"[7, 5, 7, 3, 3, 7, 3, 3, 7, 3, 3]"
燕归梁 ,柳永,仄仄平平仄仄平。仄仄平平。仄平平仄仄平平。平平仄、仄平平。平平仄仄平平仄，平平仄、仄平平。仄平平仄仄平平。仄仄仄、仄平平。,0,27,23,50,"[7, 4, 7, 3, 3, 7, 3, 3, 7, 3, 3]"
燕归梁 ,柳永,平仄平平仄仄平。平平仄、仄平平。仄平平仄仄平平。仄仄仄、仄平平。平平仄仄平平仄，平平仄、仄平平。仄平仄仄仄平平。仄仄仄、仄平平。,0,27,25,52,"[7, 3, 3, 7, 3, 3, 7, 3, 3, 7, 3, 3]"
雨中花令 ,晏殊,仄仄平平仄仄。仄仄平平仄仄。仄仄平平平仄仄，仄仄平平仄。仄仄仄平平仄仄。仄仄仄、仄平平仄。仄仄仄、仄平平仄仄，仄仄平平仄。,0,17,34,51,"[6, 6, 7, 5, 7, 3, 4, 3, 5, 5]"
雨中花令 ,毛滂,平仄平平仄仄。仄仄仄平平仄。平仄平平平仄仄，仄仄平平仄。仄仄仄平平仄仄。仄仄仄仄平仄。平仄仄平平，平平仄仄，仄仄平平仄。,0,21,30,51,"[6, 6, 7, 5, 7, 6, 5, 4, 5]"
雨中花令 ,欧阳修,平仄平平平仄。平仄平平平仄。仄仄平平，平平平仄，仄仄平平仄。仄仄仄平平仄仄。平仄仄平平仄。仄平仄平平，平平仄仄，平仄平平仄。,0,28,24,52,"[6, 6, 4, 4, 5, 7, 6, 5, 4, 5]"
雨中花令 ,毛滂,平仄仄平仄仄。仄仄仄平平仄。仄仄平平，平平仄仄，平仄平平仄。仄仄平平平仄仄。仄平仄、仄平平仄。平仄仄平，平平仄仄，仄仄平平仄。,0,23,29,52,"[6, 6, 4, 4, 5, 7, 3, 4, 4, 4, 5]"
雨中花令 ,赵长卿,仄仄平平平仄仄。仄平仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。平仄平平平仄仄。平平仄平平仄。仄仄平平，平平平仄，仄仄平平仄。,0,27,25,52,"[7, 6, 4, 4, 5, 7, 6, 4, 4, 5]"
雨中花令 ,程垓,仄仄仄平平仄仄。仄仄仄、平平仄仄。仄仄平平，平平仄仄，仄仄平平仄。仄仄仄平平仄仄。仄平仄、仄平平仄。仄仄平平，仄平平仄，仄仄平平仄。,0,21,33,54,"[7, 3, 4, 4, 4, 5, 7, 3, 4, 4, 4, 5]"
雨中花令 ,贺铸,平仄平平平仄仄。仄仄仄、平平仄仄。仄仄平平，仄平平仄，仄仄平平仄。仄仄仄、平平平仄仄。仄平仄、平平仄仄。仄仄平平，平平仄仄，仄仄平平仄。,0,24,31,55,"[7, 3, 4, 4, 4, 5, 3, 5, 3, 4, 4, 4, 5]"
雨中花令 ,杨无咎,仄仄仄、平平仄仄。仄仄仄、仄平平仄。仄仄平平，平平平仄，仄仄平平仄。仄仄平平平仄仄。平仄仄、仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。,0,23,31,54,"[3, 4, 3, 4, 4, 4, 5, 7, 3, 4, 4, 4, 5]"
雨中花令 ,赵长卿,平仄平平平仄。平平仄、仄平平仄。仄仄平平，平平平仄，仄仄平平仄。平仄平平平仄仄。平平仄、仄平仄仄。仄仄平平，平平平仄，仄仄平平仄。,0,29,24,53,"[6, 3, 4, 4, 4, 5, 7, 3, 4, 4, 4, 5]"
雨中花令 ,王	观,仄仄平平平仄仄。仄平仄、仄平仄仄。仄平仄平平，平平平仄，仄仄平平仄。仄仄平平平仄仄。仄仄仄、平平平仄。仄仄仄平平，平平平仄，仄仄平平仄。,0,26,30,56,"[7, 3, 4, 5, 4, 5, 7, 3, 4, 5, 4, 5]"
雨中花令 ,张先,仄仄仄平平仄仄。仄平仄、平平平仄。仄平仄、平平平仄仄。仄仄仄、仄平平仄。仄仄仄、平平平仄仄。仄仄仄、平平仄平仄。仄仄仄仄、仄平平仄仄。仄仄仄、仄平平仄。,0,22,39,61,"[7, 3, 4, 3, 5, 3, 4, 3, 5, 3, 5, 4, 5, 3, 4]"
雨中花令 ,周紫芝,平仄仄、平平平仄，仄仄平平。仄仄平平仄仄，平平仄仄平平。仄平平仄，仄平平仄，仄仄平平。平仄仄、仄平平仄，平仄平平。平仄平平仄仄，平平仄仄平平。仄平平仄，仄平平仄，平仄平平。,0,38,32,70,"[3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 6, 6, 4, 4, 4]"
凤来朝 ,周邦彦,仄仄平平仄。仄平平、仄平仄仄。仄平平仄仄、平平仄。仄仄仄、仄平仄。仄仄平平平仄。仄平平、仄平仄仄。仄仄仄、平平仄。仄仄仄、仄平仄。,0,19,32,51,"[5, 3, 4, 5, 3, 3, 3, 6, 3, 4, 3, 3, 3, 3]"
秋夜雨 ,蒋捷,平平仄仄平平仄。平平平仄平仄。平平平仄仄，仄仄仄、平平平仄。平平仄仄平平仄，仄仄平、平仄平仄。仄仄平仄仄。仄仄仄、平平平仄。,0,25,26,51,"[7, 6, 5, 3, 4, 7, 3, 4, 5, 3, 4]"
伊州令 ,无名氏,平平仄仄平平仄。平仄平平仄。平仄平平平仄平，仄仄仄、平平仄仄。平平平仄平仄。平仄平平仄。平平仄仄仄平平，仄平仄、平平仄仄。,0,28,23,51,"[7, 5, 7, 3, 4, 6, 5, 7, 3, 4]"
木笪 ,白朴,仄平平仄仄。平仄平平仄。仄仄平平平仄仄。平平平仄仄，仄平平仄。仄平平仄。平仄平平仄。仄仄平平平仄仄。平平平仄仄，仄仄平仄。,0,25,26,51,"[5, 5, 7, 5, 4, 4, 5, 7, 5, 4]"
迎春乐 ,柳永,仄平平仄平平仄。仄仄仄、平平仄。仄平平、仄仄平平仄。仄仄仄、平平仄。平仄仄、平平平仄。仄仄仄、平平平仄。仄仄平平平仄，仄仄平平仄。,0,24,28,52,"[7, 3, 3, 3, 5, 3, 3, 3, 4, 3, 4, 6, 5]"
迎春乐 ,晏殊,平平仄仄平平仄。仄平平、仄平仄。仄平平、仄仄平平仄。仄仄仄、平平仄。平仄仄、平平平仄仄。平仄仄、仄平平仄。仄仄平平仄仄，仄仄平平仄。,0,24,29,53,"[7, 3, 3, 3, 5, 3, 3, 3, 5, 3, 4, 6, 5]"
迎春乐 ,秦观,平平仄仄平平仄。平仄仄、平平仄。仄平平仄平平仄。仄仄仄、平平仄。仄仄仄、仄平仄仄。仄平仄、平平平仄。仄仄平平平仄，仄仄平平仄。,0,23,28,51,"[7, 3, 3, 7, 3, 3, 3, 4, 3, 4, 6, 5]"
迎春乐 ,杨无咎,平平仄仄平平仄。平平仄、平平仄。仄平平、仄仄平仄。平仄仄、平平仄。仄仄平平平仄仄。仄平仄、平平平仄。仄仄仄、平平仄，仄仄平平仄。,0,25,26,51,"[7, 3, 3, 3, 4, 3, 3, 7, 3, 4, 3, 3, 5]"
迎春乐 ,贺铸,平平仄仄平平仄。仄平平、仄平仄。平平仄仄平平仄。仄平仄、平平仄。仄仄平平平仄仄。仄平仄、仄平平仄。平仄仄平平，平仄仄、平平仄。,0,26,25,51,"[7, 3, 3, 7, 3, 3, 7, 3, 4, 5, 3, 3]"
迎春乐 ,无名氏,平平仄仄平平仄。平平仄、平平仄。平平平仄平平仄，平仄仄、平平仄。仄仄平平仄仄仄。仄仄仄、仄平平仄。仄仄仄平平，平平仄、平平仄。,0,26,25,51,"[7, 3, 3, 7, 3, 3, 7, 3, 4, 5, 3, 3]"
迎春乐 ,周邦彦,平平仄仄平平仄。仄平仄、仄平仄。仄平平、仄仄平平仄。仄仄仄、平平仄。平仄平平平仄仄。仄平仄、平平平仄。仄仄仄平平，仄仄仄，平平仄。,0,24,28,52,"[7, 3, 3, 3, 5, 3, 3, 7, 3, 4, 5, 3, 3]"
梦仙郎 ,张先,平平平仄。平平仄仄。平仄仄、仄平平仄。平仄仄平平。平仄仄平平。平仄平平平仄。平平仄仄。平仄仄、仄平平仄。平仄仄平平。平仄仄平平。,0,29,23,52,"[4, 4, 3, 4, 5, 5, 6, 4, 3, 4, 5, 5]"
青门引 ,张先,仄仄平平仄。平仄仄平平仄。平平仄仄仄平平，平平仄仄，仄仄仄平仄。平平仄仄平平仄。仄仄平平仄。仄平仄仄平仄，仄平仄仄平平仄。,0,23,29,52,"[5, 6, 7, 4, 5, 7, 5, 6, 7]"
菊花新 ,张先,仄仄平平平仄仄。平仄仄平平仄仄。平仄仄平平，平仄仄、仄平平仄。仄平平仄平平仄。仄平平、仄平平仄。平仄仄平平，平仄仄、仄平平仄。,0,26,26,52,"[7, 7, 5, 3, 4, 7, 3, 4, 5, 3, 4]"
菊花新 ,杜安世,仄仄平平平仄仄。仄仄平平仄平仄。平平仄平仄。平平仄、仄仄平仄。平平平仄平仄仄。平仄平、仄平平仄。仄仄仄平平，平仄仄、仄仄平仄。,0,24,28,52,"[7, 7, 5, 3, 4, 7, 3, 4, 5, 3, 4]"
醉红妆 ,张先,平平仄仄仄平平。仄平平，仄仄平。仄平平仄仄平平。平平仄，仄平平。平平平仄仄平平。仄平仄，仄平平。仄仄平平平仄仄，平仄仄，仄平平。,0,29,23,52,"[7, 3, 3, 7, 3, 3, 7, 3, 3, 7, 3, 3]"
思远人 ,晏几道,平仄平平平仄仄，平仄仄平仄。仄平平仄仄，平平平仄，平仄仄平仄。仄平仄仄平平仄。仄仄仄平仄。仄仄仄仄平，仄平平仄，平平仄平仄。,0,23,29,52,"[7, 5, 5, 4, 5, 7, 5, 5, 4, 5]"
醉花阴 ,毛滂,平仄仄平平仄仄。平仄平平仄。平仄仄平平，仄仄平平，平仄平平仄。仄平仄仄平平仄。平仄平平仄。平仄仄平平，仄仄平平，仄仄平平仄。,0,27,25,52,"[7, 5, 5, 4, 5, 7, 5, 5, 4, 5]"
望江东 ,黄庭坚,平仄平平仄平仄。仄仄仄、平平仄。平平仄仄仄平仄。仄仄仄、平平仄。平平仄仄平平仄。仄仄仄、平平仄。仄平平仄仄平仄。仄平仄、平平仄。,0,23,29,52,"[7, 3, 3, 7, 3, 3, 7, 3, 3, 7, 3, 3]"
入塞 ,程垓,仄平平。仄平平、仄仄平。仄平平仄仄，仄仄仄平平。平仄平。仄仄平。仄平平平仄仄平。仄仄平、平仄仄平。平平平仄仄平平。平仄平。仄仄平。,0,27,25,52,"[3, 3, 3, 5, 5, 3, 3, 7, 3, 4, 7, 3, 3]"
品令 ,曹组,仄仄仄。平平仄、仄仄平平平仄。平平仄、仄仄平平仄，仄仄仄、仄仄仄。仄仄平平仄仄，仄仄平平平仄。仄仄平、平仄平仄仄，仄平平、仄仄仄。,0,19,33,52,"[3, 3, 6, 3, 5, 3, 3, 6, 6, 3, 5, 3, 3]"
品令 ,赵长卿,平平仄。平平仄，仄平仄仄平仄。仄平仄仄仄平平，平仄平、仄仄仄。仄仄平平平仄仄，仄仄平平平仄。仄平仄仄平平仄，平平仄、仄平仄。,0,23,28,51,"[3, 3, 6, 7, 3, 3, 7, 6, 7, 3, 3]"
品令 ,周邦彦,仄平平仄。仄平仄、平平平仄。平仄仄仄平平仄。仄平仄仄，平仄平平仄。平仄仄平平仄仄。仄平平平仄。仄平平仄平平仄。仄平平仄。平仄平平仄。,0,28,27,55,"[4, 3, 4, 7, 4, 5, 7, 5, 7, 4, 5]"
品令 ,陈允平,仄平平仄。平平仄、仄平平仄。平仄仄仄平平仄。仄平仄仄，平仄平平仄。平仄仄平平仄仄。仄平平平仄。仄平平仄平平仄。仄平平仄，平仄平平仄。,0,28,27,55,"[4, 3, 4, 7, 4, 5, 7, 5, 7, 4, 5]"
品令 ,王行,平平平仄。仄仄仄、平平仄仄。平平平仄平平仄。平平仄仄。仄仄平平仄。仄仄平平平仄仄。仄平平平仄。仄仄平平平仄仄。仄平平仄。平仄平平仄。,0,28,27,55,"[4, 3, 4, 7, 4, 5, 7, 5, 7, 4, 5]"
品令 ,无名氏,平平平仄。仄平仄、平平仄。仄平平仄，仄平平仄，平平仄仄。平仄平平，平仄仄平平仄。平平平仄。仄仄仄、平平仄。仄平平仄，仄平仄仄，平平仄仄。仄仄平平，仄仄仄平平仄。,0,32,32,64,"[4, 3, 3, 4, 4, 4, 4, 6, 4, 3, 3, 4, 4, 4, 4, 6]"
