词牌名,作者,韵律
西平乐 ,陈允平,仄仄平平，仄平平仄，平仄仄仄平平。仄仄平平，平平平仄，平平仄仄平平。仄仄仄平平仄仄，仄仄平平仄仄，平平仄仄，平平仄仄，仄仄平平。平仄平平仄仄，平仄仄、仄仄仄平平。仄平平仄，平平仄仄，平仄平平，仄仄平平。仄仄平平仄仄，平仄平平，仄仄平平仄仄，仄仄平平，平仄平平仄仄平。平仄仄平，平平仄仄，平仄平平，仄仄平平，仄仄平平，平平仄仄平平。
山亭宴 ,张先,仄平仄仄平平仄。仄平平、仄平平仄。仄仄仄平平，仄平仄、平平仄仄。仄平平仄仄平平，仄平仄、平平平仄。平仄仄平平，仄仄仄、平平仄。仄平仄仄平平仄。仄平仄、仄平仄仄。平仄仄平平，仄仄仄、平平仄仄。平平平仄仄平平，仄仄仄、仄平平仄。仄仄仄平平，仄仄仄、平平仄。
望春回 ,李甲,仄平仄仄，仄仄平仄平，平仄平仄。平仄仄平平，仄仄仄平仄。平平平平平仄仄，仄平仄、仄仄平平仄。仄平平仄，仄平仄仄，仄平平仄。平平仄平仄仄。仄仄仄平平，平仄平仄。平仄仄平平，仄平仄平仄。平平仄仄平仄仄，仄平平仄仄平平仄。仄平平仄，平平仄仄，仄仄平仄。
水龙吟 ,苏轼,平平平仄平平仄，平仄平平平仄。平平平仄，平平平仄，仄平平仄。平仄平平，仄平平仄，仄平平仄。仄仄仄平平，平平仄仄，平平仄、平平仄。平仄平平仄仄。仄平平、仄平平仄。仄平平仄，平平平仄，平平仄仄。平仄仄平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,赵长卿,仄平平仄平平仄。平仄仄平平仄。平平仄仄，平平仄仄，仄平平仄。平仄平平，平平仄仄，平平平仄。仄平平仄仄，仄平平仄，仄平平、平平仄。仄仄平平平仄，仄平平、仄平平仄。平平仄仄，平平仄仄，仄平平仄。平仄平平，平平平仄，仄平平仄。平平平、仄仄平平仄仄，平平平仄。
水龙吟 ,杨无咎,平平平仄平平仄。平仄仄、平平仄。平平平仄，仄平平仄，平平平仄。仄仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。仄仄平平仄仄。仄平平、平平平仄。平平仄仄，仄平平仄，仄平平仄。平仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，平平平仄。
水龙吟 ,赵长卿,平平仄仄平平仄，平仄仄、平平仄。平平仄仄，平平平仄，平平仄仄。平仄平平，仄平平仄，平平平仄。仄平平仄仄，平平仄仄，仄平仄、平平仄。仄仄平平仄仄。仄平平、仄平仄仄。平平仄仄，平平平仄，平平平仄。平仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄平平仄。
水龙吟 ,姜夔,仄平仄仄平平仄，仄仄平平平仄。平平仄仄，平平平仄，平平仄仄。仄仄平平，仄平平仄，仄平仄仄。仄仄平平仄，平平仄仄，平平仄、平平仄。仄仄。平平仄仄。仄平平、仄平平仄。仄平仄仄，平平仄仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄仄平、仄仄平平，仄仄仄平平仄。
水龙吟 ,晁端礼,仄平平仄平平仄，平仄仄平平仄。仄平仄仄，平平平仄，平平仄仄。平仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。仄仄仄平平仄。仄平平、平平平仄。平平仄仄，仄平平仄，平平仄仄。仄仄平平仄，平平仄、仄平平仄。仄平平仄仄，平平平仄，仄平平仄。
水龙吟 ,赵长卿,平平仄仄平平仄，仄仄仄、平平仄。平平仄仄平平，平仄平平平仄。仄仄平平，仄平平仄，仄平平仄。仄平平、仄仄平平仄仄。平平仄、平平仄。平仄平平仄仄。仄平平、仄平平仄。平平仄仄平平，平仄平平平仄。平仄平平仄，平平仄、仄平平仄。仄平平、平仄平平，仄仄仄、平平仄。
水龙吟 ,赵长卿,平平仄仄平平仄。平仄平平平仄。平平仄仄，仄平平仄，平平平仄。仄仄平平，平平平仄，平平平仄。仄平平、仄仄平平仄仄，平平仄平平仄。仄仄平平仄仄，仄仄平、平仄仄平平仄。平平仄仄平平，平仄平平仄仄。仄仄仄平，仄平平仄，仄平平仄。仄平平、仄仄平平，仄仄仄平平仄。
水龙吟 ,秦观,仄平平仄平平仄，平仄仄、平平仄。仄平平、平仄平平仄仄，仄平平平仄。仄仄平平仄，平平仄、仄平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。仄仄平平仄仄，仄仄平、仄平平仄。平平仄仄，仄平平仄，仄平平平仄。仄仄平平仄，平平仄、仄平平仄。仄平平、仄仄平平仄平，仄平平仄仄。
水龙吟 ,秦观,仄平平仄平平，仄平仄仄平平仄。平平仄仄，平平平仄，平平平仄。仄仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。仄仄平平仄仄。仄平平、平平平仄。平平仄仄，平平平仄，平平仄仄。平仄平平，仄平平仄，仄平平仄。仄平平、仄仄平平仄仄，仄平平仄。
水龙吟 ,黄机,平平仄仄平平，仄平平仄平平仄。平平平仄，平平仄仄，平平平仄。平仄平平，仄平平仄，仄平平仄。仄平平平仄，平平仄仄，仄仄仄、平平仄。平仄平平仄仄，仄平平、平平平仄。平平仄仄，仄平平仄，平平仄仄。平仄平平，平平仄仄，仄平平仄。仄平平、平仄平平，平仄仄平平仄。
水龙吟 ,吴文英,仄平仄仄平平，仄平仄仄平平仄。平平仄仄，平平仄仄，平平平仄。仄仄平平，仄平平仄，平平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。平仄。平平仄仄。仄平平、平平仄仄。仄平仄仄，平平平仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,程垓,仄平平仄平平，仄平仄仄平平仄。平平仄仄，仄平平仄，仄平平仄。仄仄平平，仄平平仄，仄平平仄。仄仄平平仄，仄平平仄，平仄仄、平平仄。平仄平平仄仄。仄平平、仄平平仄。平平仄仄，平平仄仄，平平平仄。仄仄平平仄，仄平仄、仄平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,吴文英,仄平平仄平平，仄平仄仄平平仄。仄平仄仄，平平平仄，平平平仄。仄仄平平仄，平平仄、平平平仄。仄平平仄仄，平平仄仄，仄平仄、平平仄。平仄。平平仄仄。仄平平、平平仄仄。平平仄仄，平平平仄，平平仄仄。仄仄平平仄，平平仄、仄平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,刘过,仄平平仄平平，平平仄仄平平仄。仄平平仄，平平仄仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄仄平平仄，平平仄仄，平平仄、平平仄。仄仄仄平平仄。仄平平、仄平平仄。平平仄仄，平平平仄，仄平平仄。仄仄平平，平平仄仄，仄平平仄。仄平平、仄仄平平，仄仄仄、平平仄。
水龙吟 ,吴文英,仄平平仄平平，仄平仄仄平平仄。平平仄仄，仄平平仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。平仄仄平平仄。仄平平、平平仄仄。平平仄仄，平平平仄，平平仄仄。平仄平平仄，仄平仄、仄平平仄。仄平平、仄仄平平，仄仄仄平平仄。
水龙吟 ,葛立方,仄平平仄平平，仄平仄仄平平仄。平平仄仄，平平仄仄，平平平仄。平仄平平，平平平仄，仄平平仄。仄平平平仄，平平平仄，平平仄、平平仄。仄仄平平平仄。仄平平、仄平平仄。平平仄仄，平平平仄，仄平平仄。仄仄平平，平平平仄，仄平平仄。仄平平仄仄，平平仄仄，平仄仄、平平仄。
水龙吟 ,张雨,仄平仄仄平平，仄平仄仄平平仄。平平平仄，平平仄仄，平平仄仄。平仄平平，平平仄仄，仄平平仄。仄平平平仄，平平仄仄，平平仄，平平仄。仄仄平平仄仄，仄平平、平平平仄。仄平平仄平平，仄仄平平平仄。仄平仄仄平平，仄仄平平，仄仄平平仄仄。仄仄平、仄仄平平，仄仄仄平平仄。
水龙吟 ,曹组,仄平仄仄平平，仄平仄仄平平仄。平平仄仄，仄平平仄，平平平仄。平仄平平，仄平平仄，平平平仄。仄平平仄仄，平平仄仄，平平仄、平平仄。平仄平平仄仄，仄平平、仄平平仄。平平仄仄平平，仄仄平平仄仄。平仄平平，仄平平仄，平平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,赵长卿,平平平仄平平，仄平仄仄平平仄。平平仄仄，平平仄仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄平平、仄仄平平仄仄，平平仄、平平仄。平仄平平仄仄，仄平仄、平平平仄。仄平仄仄平平，平仄平平仄仄。仄仄平平仄，平仄仄、仄平平仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,赵长卿,仄平平仄平平，仄平仄仄平平仄。平平仄仄平平，平仄平平仄仄。平仄平平，仄平平仄，平平平仄。仄仄平仄仄，平平仄仄，平平仄、平平仄。平仄平平仄仄，仄平平、仄平平仄。平平仄仄，平平平仄，平平仄仄。平仄平平仄，平平仄、仄平平仄。仄平平仄仄，平平仄仄平平仄。
水龙吟 ,无名氏,仄平仄仄平平，仄平仄仄平平仄。平平仄仄，平平平仄，平平仄仄。仄仄平平，仄平平仄，平平平仄。仄平仄仄，平平仄平，仄仄仄、平平仄。仄仄平平仄仄，仄平平、仄平平仄。平平仄仄，平平仄仄，平平平仄。仄仄平平，仄平平仄，平平平仄。平平仄仄，仄平平仄，平平仄、平平仄。
水龙吟 ,李之仪,仄平平仄，平平仄仄，仄仄平平仄。平平仄仄，平平仄仄，平平仄仄。仄仄平平，仄平平仄，仄平平仄。仄平平、仄仄平平仄仄，平平仄、平平仄。平仄仄平平仄，仄平平、平平平仄。平平仄仄，平平仄仄，平平仄仄。仄仄平平，仄平平仄，平平仄仄。仄平平仄仄，平平仄仄，仄平平仄。
水龙吟 ,辛弃疾,仄平平仄平平。仄，平平仄平平。仄。平平仄仄，平平仄仄、平平平。仄。仄仄平平，仄平仄仄，平平平。仄。仄平平平仄，仄平平仄，平平仄、平平。仄。仄仄平平平。仄，平仄仄仄平平。仄。平平平仄，平平仄仄、仄平平。仄。平仄平平，平平仄仄，仄平平。仄。仄平平仄仄，平平平仄、仄平平。仄。
水龙吟 ,无名氏,仄平平仄平平，平仄平平平仄。平平仄仄仄平平，平平平仄仄。仄平仄平仄。平仄平平仄平仄。仄仄平平平平仄，仄仄仄、平平仄仄。仄仄平平，仄仄平平，平平仄、平平仄。平平仄仄仄平平，仄平平平仄。仄仄平平仄平仄，平平平仄仄。仄平仄仄仄平仄，仄平平、仄平平仄。
斗百草 ,晁补之,仄仄平平，仄平平仄平平仄。仄仄平平，仄平平仄，平仄仄平仄仄。仄平平、仄仄仄平平，平平仄仄。仄仄仄平平，平平仄仄，仄平平仄。平仄平平平仄，平仄平平，平仄仄平平仄仄。仄仄平平，仄平平仄，仄平仄、平平仄仄。平平仄，仄仄平平平平仄。仄平仄。仄平平、仄平仄仄。
斗百草 ,晁补之,仄仄平平，仄平仄仄平平仄。仄仄平平，仄平平仄，平仄仄平仄仄。仄平平、仄仄仄平平，平平平仄仄仄仄平平，平平仄仄，仄平仄仄。平仄平平仄仄。平仄平平，平仄仄平平仄仄。平仄平平，仄平平仄，仄平平、平平仄仄。平平仄，平仄平平仄平仄。仄平仄。仄平平、仄平仄仄。
石州慢 ,贺铸,仄仄平平，平仄仄平，平仄平仄。平平仄仄平平，仄仄仄平平仄。平平仄仄，仄仄仄仄平平，平平平仄平平仄。平仄仄平平，仄平平平仄。平仄。仄平平仄，平仄平平，仄平平仄。仄仄平平，仄仄平平平仄。仄平平仄，仄仄仄仄平平，平平仄仄平平仄。仄仄仄平平，仄平平平仄。
石州慢 ,蔡松年,平仄平平，平仄仄平，仄仄平仄。平平仄仄平平，平仄平平平仄。平平仄仄，仄平平仄平平，仄平仄仄平平仄。平仄仄平平，仄平平平仄。平仄。仄平仄仄平平，仄仄仄平平仄。仄仄平平，平仄平平平仄。仄平平仄，仄平平仄平平，仄平平仄平平仄。平仄仄平平，仄平平平仄。
石州慢 ,张元干,平仄平平，平仄仄平，平仄平仄。平平平仄平平，仄仄仄平平仄。平平仄仄，仄平仄仄平平，平平平仄平平仄。仄仄仄平平，仄平平平仄。平仄。仄平平仄，仄仄平平，仄平平仄。平仄仄平平仄，平平平仄。平平仄仄，仄仄平仄平平，平平平仄平平仄。仄仄仄平平，仄平平平仄。
石州慢 ,张炎,仄仄平平，平仄仄平，仄仄平仄。平平平仄，平平仄仄，仄平平仄。平平仄仄，仄平仄仄平平，仄平平仄平平仄。平仄仄平平，仄平平平仄。平仄。仄平平仄，仄仄平平，平平平仄。仄仄平平，平仄平平平仄。仄平仄仄，仄平仄仄平平，仄平仄仄平平仄。平仄仄平平，仄仄平平仄。
石州慢 ,张雨,仄仄平平平仄，仄平平仄平仄。仄平平仄平平，平仄仄平平仄。平平平仄，仄平仄仄平平，仄平仄仄平平仄。仄仄仄平平，仄平平平仄。平仄。仄平仄仄，平平仄仄，平平仄仄。仄仄平平，平仄仄平平仄。平平仄仄，仄平仄仄平平，平平平仄平平仄。平仄仄平平，仄仄平平仄。
石州慢 ,王之道,平仄平平，仄平仄仄，平平平仄。仄仄平平，平平平仄，仄平平仄。仄平平仄，仄平仄仄，平平平仄，仄仄平平仄。仄仄平平，仄仄平平平仄。平仄。平平仄仄，仄平平仄，仄平平仄。仄仄平平，仄仄仄仄平仄。平仄平平，平平仄仄，仄平平仄，平仄平平仄。仄仄平平，平平仄仄平仄。
上林春慢 ,晁补之,仄仄平平，平仄仄平，仄仄仄平平仄。仄仄仄平，平平仄仄，平平仄平平仄。仄平平仄，仄平仄、仄平平仄。仄平平，仄仄仄仄平，仄平平仄。仄平平、仄平仄仄。平平仄、仄仄平平仄仄。仄平仄平，平平仄仄，平平仄平平仄。仄平仄仄，仄平仄、仄平平仄。仄平平，仄平仄、仄平平仄。
上林春慢 ,晁补之,平仄平平，平仄仄平，仄仄平平平仄。仄平仄仄，平平仄仄，平平仄平平仄。仄平仄仄，仄平仄、仄平仄仄。仄平平，仄仄仄，仄仄仄平平仄。仄平平、仄平仄仄。平平仄、仄仄平平平仄。仄仄仄平，平平仄仄，平仄仄平平仄。仄平仄仄，仄平仄、仄平平仄。仄平平，仄仄仄，仄平平仄。
宴清都 ,周邦彦,仄仄平平仄。平平仄，仄平平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平平，仄仄仄、平平仄仄。仄仄仄、仄仄平平，平平仄仄平仄。平平仄仄平平，平平仄仄，平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平仄，仄仄仄、平平仄仄。仄仄平、仄仄平平，平平仄仄。
宴清都 ,卢祖皋,平仄平平仄。平仄仄，仄平平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平仄。仄仄仄、平平仄仄。仄仄平平仄平平，平平平仄平仄。平平仄仄平平，平平仄仄，平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平仄。仄平仄、平平仄仄。仄平平、平仄平平，平平仄仄。
宴清都 ,曹勛,仄仄平平仄。平平仄，仄平平仄平仄。平平仄仄，平仄仄平，仄平平仄。平平仄仄平仄。仄仄仄、仄平仄仄。仄仄仄、仄仄平平，平仄仄仄平仄。平仄。仄仄平平，平平仄仄，平平平仄。平平仄仄，平平仄仄，仄平平仄。平平仄平平仄。仄仄仄、平平仄仄。仄仄仄、仄仄平平，平仄仄仄。
宴清都 ,吴文英,仄仄平平仄。平平仄，仄仄平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平仄。仄仄仄平平仄仄。仄仄仄、平仄平平，仄仄仄平平仄。平平仄仄。仄平平平仄仄，平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄平平仄。仄仄仄、平平仄仄。仄平平、平仄平平，平平仄仄。
宴清都 ,陈允平,仄仄平平仄。仄平平仄平仄。平平仄仄，平仄平平，仄平平仄。平平仄仄平平，仄仄仄、平平仄仄。仄仄仄、仄仄平平，仄平仄仄平仄。平平仄仄平平，平平仄仄，平仄平仄。平平仄仄，平平平仄，仄平平仄。平平仄仄平仄，仄仄仄平平仄仄。仄仄平、仄仄平平，平平仄仄。
宴清都 ,袁去华,仄仄平平仄。平平仄仄，平仄平仄。平平平仄，平平仄仄，仄平平仄。平平仄仄平平，仄仄仄、平平仄仄。仄仄平、平仄平平，平平仄仄平仄。平平仄仄平平，平平仄仄，平仄平仄。平平仄仄，平平仄仄，仄平平仄。平平仄仄平平，仄仄仄、平平仄仄。仄仄平、仄仄平平，平平仄仄。
宴清都 ,何籀,仄仄平平仄。平仄仄，仄平平仄平仄。平平仄仄，平平仄平，仄平平仄。平平仄仄平仄。仄仄仄、平平仄仄。平仄平、仄仄平仄。平仄。仄仄。平仄。平仄。仄仄平平，仄平仄仄，平仄平仄。平平仄仄，平平仄仄，仄仄平仄。平平仄平平仄。仄仄仄、平平仄仄。仄仄仄、仄仄平平，平平仄仄。
宴清都 ,程垓,仄仄平平仄。平平仄，仄仄平平平仄。仄平平仄，平平仄仄，仄平平仄。平平仄平平仄。仄仄仄、平平平仄。平仄平、仄仄平仄。平仄。仄仄。平仄。平仄。仄仄平平，平仄。仄仄平平平仄。仄平仄仄。仄仄。仄仄仄平平仄。平平仄平仄仄。仄平仄、平平仄仄。仄仄平、平仄平平，平平平仄。
宴清都 ,曹勛,仄仄平平，仄平平仄，仄平平仄平仄。平平仄仄，平平仄仄，仄平平仄。平仄仄平平仄。仄仄仄、平平仄仄。平仄平、平仄仄仄。平仄。仄仄。平仄。平仄。仄仄平平，平平仄仄，仄平平仄。平仄仄平，平平仄仄，仄平平仄。平平仄平平仄。仄仄仄、平平仄仄。仄仄平平仄，平平平平仄仄。
庆春宫 ,周邦彦,平仄平平，平平平仄，仄平仄仄平平。平仄平平，平平平仄，仄平仄平平平。仄平平仄，仄平仄、平平仄平。平平平仄，平仄平平，平仄平平。平平仄仄平平。平仄平平，平仄平平。平仄平平，平平平仄，仄平平仄平平。仄平平仄，仄仄仄、平平仄平。仄平平仄，仄仄平平，仄仄平平。
庆春宫 ,王沂孙,平仄平平，平平平仄，仄平仄仄平仄。平仄平平，平平平仄，仄平平仄仄仄。仄平平仄，仄平仄、平平仄仄。平平平仄，平仄平平，仄平平仄。仄平仄仄平平，平仄平平，仄平平仄。平仄平平，仄平仄仄，平仄平平仄仄。仄平平仄，仄平仄、平平仄仄。平平仄仄，平仄平平，仄平仄仄。
忆旧游 ,周邦彦,仄平平仄仄，仄仄平平，平仄平平。仄仄平平仄，仄平平仄仄，仄仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄，仄仄平平。平平。仄平仄，仄仄仄平平，平仄平平。仄仄平平仄，仄平平平仄，平仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄平仄平。
忆旧游 ,张炎,仄平平仄仄，平仄平平，平仄平平。仄仄平平仄，仄平平仄仄，平仄平平。仄平仄仄平仄，平仄仄平平。仄平仄平平，平平仄仄，平仄平平。平平仄平仄，仄平平仄仄，仄仄平平。仄仄平平仄，仄仄平仄仄，仄仄平平。仄仄仄平平仄，平仄仄平平。仄仄仄平平，平平仄仄平仄平。
忆旧游 ,吴文英,仄平平仄仄，仄仄平、平平仄平平。仄平平平仄，仄平平仄仄，仄仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄，仄仄平平。平平仄平仄，仄仄仄平平，平仄平平。平仄平平仄，仄平平平仄，平仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄平仄平。
忆旧游 ,周密,仄平平仄仄，仄仄平平，仄仄平平。仄仄平平仄，仄平平平仄，仄仄平平。平平仄平平仄，平仄仄平平。仄仄仄平平，平平平仄，仄仄平平。平平仄平仄，仄仄仄平平，仄仄平平。仄仄平平仄，仄仄平平仄，仄仄平平。平平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄，平仄平平。
忆旧游 ,周密,仄平平仄仄，仄仄平平，平仄平平。仄仄平平仄，仄平平仄仄，仄仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄，仄仄仄平平。平平。仄平仄，仄仄仄平平，仄仄平平。仄仄平平仄，仄仄平平仄，仄仄平平。仄平仄仄平仄，平仄仄平平。仄仄仄平平，平平仄仄，平仄平平。
忆旧游 ,刘将孙,仄仄平平仄，平仄平平，仄仄平平。仄仄仄、平平仄仄，仄平仄仄，平仄平平。平平仄仄平仄，仄仄仄平平。仄仄仄平平，平平平仄，仄仄平平。仄平平仄仄，仄仄仄平平，仄仄平平。平平平仄仄，仄平平平仄，仄仄平平。平平仄平平仄，平仄仄平平。仄仄仄平平。平平仄仄平仄平。
花犯 ,周邦彦,仄平平，平平仄仄，平平仄平仄。仄平平仄。平仄仄平平，平仄平仄。仄平仄仄平平仄。平平平仄仄。仄仄仄、仄平平仄，平平平仄仄。平平仄平仄平平，平平仄仄仄，平平平仄。平仄仄，平平仄、仄平平仄。平平仄、仄平仄仄，平仄仄、平平平仄仄。仄仄仄、仄平平仄，平平平仄仄。
花犯 ,吴文英,仄平平，平平平仄，平平仄平仄。仄平平仄。平仄仄平平，平仄平仄。仄平仄仄平平仄，平平平仄仄。仄仄仄、平平仄仄，平平平仄仄。平平仄平仄平平，平平仄，仄仄平平平仄。平仄仄，平平仄、仄平平仄。平平仄、仄平仄仄，平仄仄、平平平仄仄。仄仄仄、仄平平仄，仄平平仄仄。
花犯 ,吴文英,仄平平，平平仄仄，平平仄平仄。仄平平仄。仄仄仄平平，仄仄平仄。仄平仄仄平平仄。平平平仄仄。仄仄仄、仄平平仄，平平平仄仄。平平仄仄仄平平，平平仄，仄仄平平平仄。平仄仄，平平仄、仄平平仄。平平仄、仄平仄仄。平仄仄、仄平平仄仄。仄仄仄、平平平仄，平平平仄仄。
花犯 ,周密,仄平平，平平仄仄，平平仄平仄。仄平平仄。平仄仄平平，平仄平仄。平平仄仄平平仄。平平平仄仄。仄仄仄、仄平平仄，平平平仄仄。平平仄仄仄平平，平平仄，仄仄平平平仄。平仄仄，平仄仄平平仄。平平仄、仄平仄仄，仄平仄、平平平仄仄。平仄仄、平平平仄，仄平平仄仄。
倒犯 ,周邦彦,仄仄、仄平平仄平，仄平平仄。平平仄仄。平平仄、仄平平仄。平平仄仄、平仄平平平平仄。仄仄仄平平，仄仄平平仄。仄平平、仄平仄。平仄仄平，仄仄平平，平平平仄仄。仄仄仄仄仄，仄平仄，平平仄。仄仄仄、平平仄。仄平平、平平平仄仄。仄仄仄平平，仄仄平平仄。仄平平仄仄。
倒犯 ,吴文英,仄仄、仄平平仄平，仄平平仄。平平仄仄。平平仄、仄平平仄。平平仄，仄平仄平平、平平仄。仄仄仄平平，仄仄平平仄。仄平平，仄平仄。平仄平平，仄仄平平，平平平仄仄。仄仄仄仄仄，仄平仄，平仄仄。仄仄仄、平平仄。仄平平、平平平仄仄。平仄仄平平，平仄平平仄。仄平平仄仄。
倒犯 ,陈允平,仄仄仄平平，仄平仄平平仄。平平仄仄。平平仄、仄平平仄。平平仄仄，平仄平平平平仄。仄仄仄平平，平仄平平仄。仄平平，仄平仄。平仄仄平，仄仄平平，平平平仄仄。仄仄仄平仄，仄平仄，平平仄。仄仄仄、平平仄。仄平平、平仄平平仄。仄仄仄平平，平仄平平仄。仄平平仄仄。
瑞鹤仙 ,周邦彦,仄平平仄仄。平仄仄，仄仄平平仄仄。平平仄平仄。仄平平，平仄平平平仄。平平仄仄。仄仄平、平仄仄仄。仄平平仄仄，平仄平平，仄仄平仄。仄仄平平仄仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平，仄仄平平平仄，平平平仄仄仄。仄平平仄仄。平仄仄平仄仄。
瑞鹤仙 ,曾觌,仄平平仄仄。仄平平，平平平仄平仄。平平仄平仄。仄平平，平仄仄平平仄。平平仄仄。仄平平、平仄仄仄。仄平平仄仄，平平仄仄，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平，仄仄平平平仄，平平平仄仄仄。仄平平仄仄。平平仄平仄仄。
瑞鹤仙 ,杨无咎,仄平平仄仄。平仄仄，平仄平平平仄。平平平仄仄。仄平仄、仄仄平平平仄。仄平仄仄。仄仄平、平平仄仄。仄平平仄仄，平仄仄平，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄平，仄平仄，平平仄。仄平平，平仄平平平仄，平仄仄平仄仄。仄平平仄仄，平仄仄平仄仄。
瑞鹤仙 ,毛幵,仄平平仄仄。平平仄，仄仄平平平仄。平平仄平仄。仄平平，平仄平平平仄。平平仄仄。仄平平、平仄仄仄。仄平平仄，仄平仄仄平，仄仄平仄。平仄平平平仄，仄仄平平，仄平平仄。仄平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，平平仄仄平仄。仄平平、仄仄平平，仄平仄仄。
瑞鹤仙 ,赵文,仄平平仄仄。平平仄，仄仄平平仄仄。平平仄平仄。仄平平，平仄平平平仄。平平仄仄。仄仄平、平仄仄仄。仄平平，仄仄平仄平平，仄仄平仄。仄仄平平仄仄，平仄平平，仄平平仄。平平仄仄。平平平仄。仄平平仄仄，仄平平仄，平平平仄仄仄。仄平平仄仄，平仄仄平仄仄。
瑞鹤仙 ,周邦彦,仄平平仄仄，仄仄仄平平，平平平仄。平平仄平仄，平平仄，平仄平平平仄。平平仄仄，仄平平、平仄仄仄。仄平平仄仄，平平仄仄，仄仄平仄。平仄。平平平仄，仄平平仄，仄仄平仄。平平仄仄，平仄仄，平平仄。仄平平、平仄平平平仄仄。平平平仄仄仄。仄平平、平仄平仄，仄平仄仄。
瑞鹤仙 ,史达祖,仄平平仄仄。仄仄仄平平，仄平平仄。平平仄平仄。仄平平平仄，仄平平仄。平平仄仄。仄仄仄、平平仄仄。仄平平、平仄平平，仄仄仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。
瑞鹤仙 ,袁去华,平平平仄仄。仄仄仄平仄，平仄平仄。平平仄平仄。仄平平仄仄，平平平仄。平平仄仄。仄平平、平平仄仄。仄平平、平仄平平平仄，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，平仄平平仄仄。仄平平、仄仄平平，仄平仄仄。
瑞鹤仙 ,刘一止,平平仄平仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平仄仄，平平平仄。平平仄仄。仄平平、平平仄仄。仄仄平，仄仄平平，仄仄仄平平仄。平仄。平平仄仄，仄仄平平，平平仄仄。平平仄仄。平平仄仄平仄。仄平平仄仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。
瑞鹤仙 ,赵长卿,仄平平仄仄，仄仄仄平平，平平平仄。仄平仄平仄，平平仄平仄，仄平平仄。平平仄仄，仄平平、平平仄仄。仄平平仄仄，平平仄，仄仄平平仄。平仄。仄仄平仄，仄平平仄，仄仄平仄。平平仄仄，平仄平，平平仄。仄平平平仄，平平仄仄，仄平平仄仄仄。仄平平、仄平平仄，仄平仄仄。
瑞鹤仙 ,张枢,仄平平仄仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平，平仄仄平平仄。平平仄仄。平仄仄、平平仄仄。仄仄平、仄仄平平，仄仄仄平平仄。平仄。平平仄仄，仄仄平平，仄平平仄。平平仄仄。平平仄，平仄平仄。仄仄平、仄仄仄平仄仄，仄仄平平仄仄。仄平平、仄仄平平，仄平仄仄。
